File,NEF,TIFF,Date Created,Date Modified,File Size,Image Size,Date Shot,Time Zone and Date,Image Quality,Artist,Copyright,Image Comment,Device,Lens,Focal Length,Focus Mode,AF-Area Mode,VR,AF Fine Tune,Aperture,Shutter Speed,Exposure Mode,Exposure Comp.,Exposure Tuning,Metering,ISO Sensitivity,Flash Device,Flash Sync Mode,Flash Mode,White Balance,Color Space,High ISO NR,Long Exposure NR,Active D-Lighting,Image Authentication,Vignette Control,Auto Distortion Control,Picture Control,Base,Quick Adjust,Sharpening,Contrast,Brightness,Saturation,Hue,Filter Effects,Toning,Optimize Image,Color Mode,Tone Comp.,Hue Adjustment,Saturation,Sharpening,Latitude,Longitude,Altitude,Altitude Reference,Heading,UTC,Map Datum,Scene Mode,Keywords
r21fc4292t,http://193.205.194.113/RAISE/NEF/r21fc4292t.NEF,http://193.205.194.113/RAISE/TIFF/r21fc4292t.TIF,9/20/2014 20:58,2/16/2012 10:29,11.2 MB,L (4288 x 2848),29:21.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/11,1/640s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor
r21fe3c41t,http://193.205.194.113/RAISE/NEF/r21fe3c41t.NEF,http://193.205.194.113/RAISE/TIFF/r21fe3c41t.TIF,9/20/2014 20:50,12/4/2012 14:10,9.71 MB,L (4288 x 2848),10:31.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,21mm,AF-A,Auto,ON,,f/5,1/125s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r2203b805t,http://193.205.194.113/RAISE/NEF/r2203b805t.NEF,http://193.205.194.113/RAISE/TIFF/r2203b805t.TIF,9/21/2014 7:00,8/22/2013 6:49,20.4 MB,L (4928 x 3264),49:02.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,32mm,AF-A,Dynamic,ON,OFF,f/4.2,1/1000s,Aperture Priority,0EV,,Matrix,ISO 160,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r2204c306t,http://193.205.194.113/RAISE/NEF/r2204c306t.NEF,http://193.205.194.113/RAISE/TIFF/r2204c306t.TIF,9/20/2014 23:47,3/10/2012 9:47,10.7 MB,L (4288 x 2848),47:31.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,26mm,Manual,Single,ON,,f/16,1/125s,Aperture Priority,0EV,,Matrix,0.3EV under 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,7,Active D-Lighting,Active D-Lighting,2,1,,,,,,,,,,,,,,,,,outdoor
r2204f982t,http://193.205.194.113/RAISE/NEF/r2204f982t.NEF,http://193.205.194.113/RAISE/TIFF/r2204f982t.TIF,9/21/2014 7:18,2/9/2013 12:08,19.3 MB,L (4928 x 3264),08:50.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,62mm,AF-A,Auto,ON,OFF,f/4.8,1/50s,Aperture Priority,+0.7EV,,Matrix,ISO 250,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,2,0,1,1,,,,,,,,,,,,,,,,,outdoor; people
r22051ba5t,http://193.205.194.113/RAISE/NEF/r22051ba5t.NEF,http://193.205.194.113/RAISE/TIFF/r22051ba5t.TIF,9/21/2014 12:14,10/19/2013 12:56,21.0 MB,L (4928 x 3264),56:09.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/13,1/60s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r2219942at,http://193.205.194.113/RAISE/NEF/r2219942at.NEF,http://193.205.194.113/RAISE/TIFF/r2219942at.TIF,9/20/2014 17:07,4/12/2014 6:57,23.1 MB,L (4928 x 3264),57:02.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,90mm,AF-A,Dynamic,ON,OFF,f/10,1/160s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A1, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,5,0,1,1,0,,,,,,,,,,,,,,,,,nature; outdoor
r221a6861t,http://193.205.194.113/RAISE/NEF/r221a6861t.NEF,http://193.205.194.113/RAISE/TIFF/r221a6861t.TIF,9/20/2014 21:06,2/17/2012 11:07,10.6 MB,L (4288 x 2848),07:39.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/30s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor; objects
r221acc09t,http://193.205.194.113/RAISE/NEF/r221acc09t.NEF,http://193.205.194.113/RAISE/TIFF/r221acc09t.TIF,9/21/2014 11:47,10/27/2013 13:10,18.4 MB,L (4928 x 3264),10:12.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/8,1/25s,,0EV,,Matrix,ISO 500,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,landscape; outdoor
r221dfc60t,http://193.205.194.113/RAISE/NEF/r221dfc60t.NEF,http://193.205.194.113/RAISE/TIFF/r221dfc60t.TIF,9/20/2014 15:32,7/15/2011 5:02,5.18 MB,L (3008 x 2000),02:42.8,,Compressed RAW (12-bit),,,,Nikon D40,35mm f/1.8G,35mm,AF-A,Closest Subject,,,f/10,1/400s,Auto,0EV,,Matrix,ISO 200,,,,"Auto, 0",sRGB,OFF,OFF,,,,,,,,,,,,,,,,Mode IIIa (sRGB),Auto,0� ,Auto,Auto,,,,,,,,,outdoor; people
r22258135t,http://193.205.194.113/RAISE/NEF/r22258135t.NEF,http://193.205.194.113/RAISE/TIFF/r22258135t.TIF,9/21/2014 1:31,6/28/2014 10:19,21.2 MB,L (4928 x 3264),19:33.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/14,1/100s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r222ccea2t,http://193.205.194.113/RAISE/NEF/r222ccea2t.NEF,http://193.205.194.113/RAISE/TIFF/r222ccea2t.TIF,9/20/2014 22:04,3/31/2012 6:44,11.1 MB,L (4288 x 2848),44:38.0,"UTC+1, DST:ON",Compressed RAW (12-bit),,,Foto Inhaber:     Ayad Abdelsame    ,Nikon D90,VR 18-105mm f/3.5-5.6G,22mm,AF-S,Auto,ON,,f/20,1/1600s,Programmed Auto,0EV,,Matrix,Auto (ISO 2500),,,,"Auto, 0, 0",Adobe RGB,ON (High),OFF,Low,,,,[VI] VIVID,[VI] VIVID,-,7,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,landscape; outdoor
r22390fe3t,http://193.205.194.113/RAISE/NEF/r22390fe3t.NEF,http://193.205.194.113/RAISE/TIFF/r22390fe3t.TIF,9/20/2014 21:30,1/1/2012 7:35,20.8 MB,L (4928 x 3264),35:38.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/18,1/200s,Aperture Priority,0EV,,Matrix,ISO 800,,,,"Shade, B2, G2",sRGB,ON (Low),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,0,2,1,,,,,,,,,,,,,,,,,landscape; outdoor
r22470921t,http://193.205.194.113/RAISE/NEF/r22470921t.NEF,http://193.205.194.113/RAISE/TIFF/r22470921t.TIF,9/21/2014 0:08,6/8/2014 6:43,20.4 MB,L (4928 x 3264),43:58.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/9,1/160s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r224b8509t,http://193.205.194.113/RAISE/NEF/r224b8509t.NEF,http://193.205.194.113/RAISE/TIFF/r224b8509t.TIF,9/21/2014 6:53,4/7/2013 11:03,20.9 MB,L (4928 x 3264),03:44.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,24mm,AF-A,Auto,ON,OFF,f/3.8,1/250s,Aperture Priority,0EV,,Matrix,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,nature; outdoor
r224c0bedt,http://193.205.194.113/RAISE/NEF/r224c0bedt.NEF,http://193.205.194.113/RAISE/TIFF/r224c0bedt.TIF,9/20/2014 19:53,8/14/2012 11:13,20.9 MB,L (4928 x 3264),13:21.8,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/3.5,1/1000s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A3, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,-1,1,0,0,,,,,,,,,,,,,,,,,landscape; outdoor
r2254a157t,http://193.205.194.113/RAISE/NEF/r2254a157t.NEF,http://193.205.194.113/RAISE/TIFF/r2254a157t.TIF,9/21/2014 9:58,5/11/2013 6:41,18.5 MB,L (4928 x 3264),41:00.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5,1/640s,,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,0,0,,,,,,,,,,,,,,,,Aperture Priority,buildings; outdoor; people
r2256108at,http://193.205.194.113/RAISE/NEF/r2256108at.NEF,http://193.205.194.113/RAISE/TIFF/r2256108at.TIF,9/20/2014 19:21,8/8/2012 14:19,19.2 MB,L (4928 x 3264),19:45.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Auto,ON,OFF,f/7.1,1/200s,Auto (Flash Off),0EV,,Matrix,ISO 800,,,,"Auto1, 0, 0",sRGB,ON (Normal),OFF,Auto,,,OFF,[SD] STANDARD,[SD] STANDARD,-,Auto,0,0,Auto,0,,,,,,,,,,,,,,,,,buildings; outdoor
r22575308t,http://193.205.194.113/RAISE/NEF/r22575308t.NEF,http://193.205.194.113/RAISE/TIFF/r22575308t.TIF,9/20/2014 19:15,8/8/2012 11:24,19.0 MB,L (4928 x 3264),24:26.1,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,20mm,AF-A,Auto,ON,OFF,f/3.5,1/20s,Aperture Priority,0EV,,Spot,ISO 500,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,0,0,-1,0,,,,,,,,,,,,,,,,,Indoor; buildings
r2261eff5t,http://193.205.194.113/RAISE/NEF/r2261eff5t.NEF,http://193.205.194.113/RAISE/TIFF/r2261eff5t.TIF,9/21/2014 0:26,5/13/2012 10:39,10.1 MB,L (4288 x 2848),39:40.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
r2262c552t,http://193.205.194.113/RAISE/NEF/r2262c552t.NEF,http://193.205.194.113/RAISE/TIFF/r2262c552t.TIF,9/21/2014 9:04,6/21/2013 5:05,22.1 MB,L (4928 x 3264),05:44.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/5.6,1/500s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,0,1,1,0,,,,,,,,,,,,,,,,,landscape; outdoor
r22643310t,http://193.205.194.113/RAISE/NEF/r22643310t.NEF,http://193.205.194.113/RAISE/TIFF/r22643310t.TIF,9/21/2014 1:14,10/8/2012 3:50,9.64 MB,L (4288 x 2848),50:32.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/4000s,Aperture Priority,0EV,,Matrix,ISO 320,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[LS] Landscape,[LS] Landscape,-,7,Active D-Lighting,Active D-Lighting,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r227e3ae5t,http://193.205.194.113/RAISE/NEF/r227e3ae5t.NEF,http://193.205.194.113/RAISE/TIFF/r227e3ae5t.TIF,9/20/2014 15:32,7/13/2011 17:06,5.57 MB,L (3008 x 2000),06:07.5,,Compressed RAW (12-bit),,,,Nikon D40,35mm f/1.8G,35mm,AF-S,Dynamic,,,f/2,1/50s,Manual,+1.7EV,,Matrix,ISO 800,,,,"Auto, 0",sRGB,OFF,OFF,,,,,,,,,,,,,,,Normal,Mode IIIa (sRGB),Auto,0� ,Auto,Auto,,,,,,,,,Indoor; objects
r2287b54ft,http://193.205.194.113/RAISE/NEF/r2287b54ft.NEF,http://193.205.194.113/RAISE/TIFF/r2287b54ft.TIF,9/20/2014 23:17,2/18/2012 11:33,10.5 MB,L (4288 x 2848),33:42.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/6.3,1/30s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r22994ccet,http://193.205.194.113/RAISE/NEF/r22994ccet.NEF,http://193.205.194.113/RAISE/TIFF/r22994ccet.TIF,9/20/2014 18:34,7/31/2014 6:08,19.9 MB,L (4928 x 3264),08:33.7,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/9,1/100s,Manual,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r229fa722t,http://193.205.194.113/RAISE/NEF/r229fa722t.NEF,http://193.205.194.113/RAISE/TIFF/r229fa722t.TIF,9/21/2014 9:27,3/7/2013 12:53,18.7 MB,L (4928 x 3264),53:18.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,Manual,Single,ON,OFF,f/3.5,1/20s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, A3, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,9,3,1,0,0,,,,,,,,,,,,,,,,,Indoor; buildings
r22a6bf30t,http://193.205.194.113/RAISE/NEF/r22a6bf30t.NEF,http://193.205.194.113/RAISE/TIFF/r22a6bf30t.TIF,9/20/2014 22:47,2/17/2012 4:50,10.7 MB,L (4288 x 2848),50:50.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/8,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,2,5,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,outdoor; people
r22a8c585t,http://193.205.194.113/RAISE/NEF/r22a8c585t.NEF,http://193.205.194.113/RAISE/TIFF/r22a8c585t.TIF,9/20/2014 23:27,2/19/2012 7:00,10.6 MB,L (4288 x 2848),00:49.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,105mm,AF-A,Auto,ON,,f/8,1/500s,Aperture Priority,0EV,,Matrix,ISO 400,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,buildings; outdoor
r22b6c59et,http://193.205.194.113/RAISE/NEF/r22b6c59et.NEF,http://193.205.194.113/RAISE/TIFF/r22b6c59et.TIF,9/20/2014 19:22,8/8/2012 14:40,18.6 MB,L (4928 x 3264),40:06.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,112mm,AF-A,Auto,ON,OFF,f/11,1/160s,Manual,0EV,,Spot,ISO 500,,,,"Cloudy, 0, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,7,1,0,2,2,,,,,,,,,,,,,,,,,outdoor; people
r22c000edt,http://193.205.194.113/RAISE/NEF/r22c000edt.NEF,http://193.205.194.113/RAISE/TIFF/r22c000edt.TIF,9/21/2014 11:43,10/27/2013 12:07,20.6 MB,L (4928 x 3264),07:03.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/20,1/4s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r22c757b6t,http://193.205.194.113/RAISE/NEF/r22c757b6t.NEF,http://193.205.194.113/RAISE/TIFF/r22c757b6t.TIF,9/21/2014 3:42,5/17/2014 11:04,20.3 MB,L (4928 x 3264),04:07.2,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,90mm,AF-C,Dynamic,ON,OFF,f/5.3,1/1250s,Aperture Priority,0EV,,Matrix,ISO 250,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,0,1,1,1,,,,,,,,,,,,,,,,,buildings; outdoor
r22c85aact,http://193.205.194.113/RAISE/NEF/r22c85aact.NEF,http://193.205.194.113/RAISE/TIFF/r22c85aact.TIF,9/21/2014 8:18,1/5/2013 6:48,20.3 MB,L (4928 x 3264),48:40.6,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,95mm,AF-A,Auto,ON,OFF,f/14,1/100s,Aperture Priority,+0.7EV,,Spot,ISO 320,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,8,2,0,1,1,,,,,,,,,,,,,,,,,outdoor
r22cdd7ddt,http://193.205.194.113/RAISE/NEF/r22cdd7ddt.NEF,http://193.205.194.113/RAISE/TIFF/r22cdd7ddt.TIF,9/20/2014 23:41,7/19/2014 11:47,19.1 MB,L (4928 x 3264),47:03.0,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,112mm,AF-A,"Dynamic, 21 points",ON,OFF,f/18,1/100s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,landscape; outdoor
r22ce45d4t,http://193.205.194.113/RAISE/NEF/r22ce45d4t.NEF,http://193.205.194.113/RAISE/TIFF/r22ce45d4t.TIF,9/20/2014 18:18,1/11/2014 12:34,18.6 MB,L (4928 x 3264),34:06.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/6.3,1/40s,Aperture Priority,0EV,,Matrix,ISO 200,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,0,0,0,,,,,,,,,,,,,,,,,buildings; outdoor; people
r22da94f6t,http://193.205.194.113/RAISE/NEF/r22da94f6t.NEF,http://193.205.194.113/RAISE/TIFF/r22da94f6t.TIF,9/20/2014 17:32,8/22/2012 6:44,18.2 MB,L (4928 x 3264),44:01.3,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,22mm,AF-A,Auto,ON,OFF,f/4,1/50s,Manual,0EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,6,2,1,1,0,,,,,,,,,,,,,,,,,Indoor; objects
r22e7097ct,http://193.205.194.113/RAISE/NEF/r22e7097ct.NEF,http://193.205.194.113/RAISE/TIFF/r22e7097ct.TIF,9/21/2014 1:26,6/28/2014 9:28,23.1 MB,L (4928 x 3264),28:27.4,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,"Dynamic, 21 points",ON,OFF,f/13,1/160s,Aperture Priority,0EV,,Matrix,ISO 640,,,,"Cloudy, 0, 0",sRGB,ON (Normal),OFF,OFF,,,OFF,[SD] STANDARD,[SD] STANDARD,-,6,1,1,1,1,,,,,,,,,,,,,,,,,nature; outdoor
r22e74dc7t,http://193.205.194.113/RAISE/NEF/r22e74dc7t.NEF,http://193.205.194.113/RAISE/TIFF/r22e74dc7t.TIF,9/21/2014 12:12,10/19/2013 11:36,21.1 MB,L (4928 x 3264),36:01.5,"UTC+1, DST:ON",Lossless Compressed RAW (14-bit),dnductien                           ,DNDUCTIEN                                             ,,Nikon D7000,VR 18-200mm f/3.5-5.6G,18mm,AF-A,Dynamic,ON,OFF,f/13,1/80s,,0EV,,Matrix,ISO 400,,,,"Cloudy, A2, G1",sRGB,ON (Normal),OFF,OFF,,,OFF,[LS] Landscape,[LS] Landscape,-,5,1,1,1,0,,,,,,,,,,,,,,,,Aperture Priority,nature; outdoor
r22ef66d7t,http://193.205.194.113/RAISE/NEF/r22ef66d7t.NEF,http://193.205.194.113/RAISE/TIFF/r22ef66d7t.TIF,9/20/2014 21:12,2/18/2012 7:02,11.5 MB,L (4288 x 2848),02:00.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/3.5,1/500s,Aperture Priority,0EV,,Matrix,ISO 1000,,,,"Cool-white fluorescent, A1, G1",Adobe RGB,ON (Normal),OFF,Extra High,,,,[SD] STANDARD,[SD] STANDARD,-,8,Active D-Lighting,Active D-Lighting,2,0,,,,,,,,,,,,,,,,,Indoor
r22f4b2c9t,http://193.205.194.113/RAISE/NEF/r22f4b2c9t.NEF,http://193.205.194.113/RAISE/TIFF/r22f4b2c9t.TIF,9/21/2014 0:15,5/13/2012 3:58,10.8 MB,L (4288 x 2848),58:12.0,"UTC+1, DST:OFF",Compressed RAW (12-bit),,,,Nikon D90,VR 18-105mm f/3.5-5.6G,18mm,AF-A,Auto,ON,,f/10,1/400s,Aperture Priority,+0.3EV,,Matrix,ISO 200,,,,"Cloudy, 0, 0",Adobe RGB,OFF,OFF,Extra High,,,,[VI] VIVID,[VI] VIVID,-,6,Active D-Lighting,Active D-Lighting,3,2,,,,,,,,,,,,,,,,,buildings; outdoor
